,Unnamed: 0,num_schools,num_students,attendance_rate,dropout_rate,grad_rate_4_year,grad_rate_5_year,annual_grad_count,college_admissions_per_tested,college_admissions_at_crit,average_sat,average_act,average_teacher_salary,average_teacher_exp,total_revenue,total_revenue_per_pupil,percent_revenue_from_state,percent_revenue_from_local,percent_revenue_from_federal,instr_expenditures,instr_expenditures_per_pupil,"district_size$$1,600 to 2,999","district_size$$10,000 to 24,999","district_size$$25,000 to 49,999","district_size$$3,000 to 4,999","district_size$$5,000 to 9,999","district_size$$50,000 and over",district_size$$500 to 999,district_size$$Under 500,community_type$$Independent Town,community_type$$Major Suburban,community_type$$Major Urban,community_type$$Non-metropolitan Fast Growing,community_type$$Non-metropolitan Stable,community_type$$Other Central City,community_type$$Other Central City Suburban,community_type$$Rural,"property_wealth$$$151,028 to < $186,941","property_wealth$$$186,941 to < $226,182","property_wealth$$$226,182 to < $235,915","property_wealth$$$235,915 to < $257,134","property_wealth$$$257,134 to < $276,039","property_wealth$$$276,039 to < $297,485","property_wealth$$$297,485 to < $318,066","property_wealth$$$318,066 to < $337,628","property_wealth$$$337,628 to < $352,052","property_wealth$$$352,052 to < $374,618","property_wealth$$$374,618 to < $396,875","property_wealth$$$396,875 to < $421,276","property_wealth$$$421,276 to < $450,288","property_wealth$$$450,288 to < $512,741","property_wealth$$$512,741 to < $536,008","property_wealth$$$536,008 to < $625,208","property_wealth$$$625,208 to < $676,215","property_wealth$$$676,215 and over",property_wealth$$Non-taxing entities,"property_wealth$$Under $108,278",tax_rate$$$1.2781 to under $1.3998,tax_rate$$$1.3998 and over,tax_rate$$Non-taxing entities,tax_rate$$Under $1.1659,rating
0,-1.7279310207818646,-0.2595791691435536,-0.2999877544782096,0.4550016268296042,0.02741433877257352,-0.01666641655773406,0.15730802537465333,-0.3464858121140901,-0.029580011553850132,0.3184681599687155,0.6367895717589025,0.9240752679499278,-0.1583864309465439,1.1527387935549709,-0.2821598375106273,0.786542353679203,-0.3763273481948214,-0.12735559087004356,2.2661486177314734,-0.2695174052250827,2.1104743821690346,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Met Standard
1,-1.7250528932592728,-0.199656916712743,-0.2470008386309149,0.35643871734651417,-0.2783734934117103,0.4779320862185138,0.3671327610289316,-0.3080623907253653,-0.19384110345951774,0.8206616152144409,0.6548300889004225,0.03723891033709415,-0.3970742956773137,1.0099553922781082,-0.2572772937748842,-0.7009210755148816,0.519214410482097,-0.36043514726174586,-0.6228537125958323,-0.24404306901265946,-0.3417974867432814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Met Standard
2,-1.7221747657366808,-0.2595791691435536,-0.2792837497332464,0.15931289838034116,-0.2346895173853841,0.6137042242355237,0.5140100759869268,-0.3398610842884479,-1.158875018405314,0.2321536598483567,0.5004834422451959,0.13363416659935864,-0.6333871567789217,0.6672752292136375,-0.2774675673077732,-0.35418406550572834,0.06713804191922965,0.060743700253084565,-0.5845887810683185,-0.2787988113638979,-0.64073960263835,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Met Standard
3,-1.719296638214089,-0.3195014215743643,-0.315247372790238,0.2578758078634312,-0.4094254214906891,0.060917662309128165,0.18878173572279625,-0.3597352677653745,-0.029580011553850132,0.06737143234585295,0.6768796098511691,0.095076064094453,-0.6124079580546583,0.15325498461693193,-0.31347500201228706,-0.42566776188202293,0.3254673953837253,-0.22140523643160773,-0.39326412343074857,-0.30603115641799683,0.025767225676512538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Met Standard
4,-1.716418510691497,-0.07981241185112171,-0.07937508169576846,-0.08709437532738032,-0.32205746943803665,-0.4336808404671197,0.17829049894008145,-0.17026805195200762,-1.4668645657284407,-0.3249672045648699,0.4644024079621559,0.24930847411407636,-0.4063763932248644,-0.0466417771706762,-0.05419637787050066,-0.03702651606607638,-0.2471626714625736,0.04438724015542102,0.8886110827409698,-0.07765772718407622,-0.24556809851320666,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Met Standard
5,-1.7135403831689056,-0.199656916712743,-0.2214658994454603,0.060749988897251174,-0.4094254214906891,0.1578977608927063,-0.13644660454133584,-0.2696389693366406,0.2784095357692764,-0.2700397953973688,0.4904609327221292,0.07579701284199981,-0.9698460042435224,-0.07519845742604864,-0.22108252669255316,-0.4240244585170507,0.16185880485621118,-0.13144470589445945,-0.10627713697439377,-0.2199938264929108,-0.4553797154738615,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Met Standard
6,-1.7106622556463136,-0.2595791691435536,-0.3126402018223537,0.7999718100204156,-0.4094254214906891,0.6137042242355237,0.1363255518092267,-0.3729847234166589,-0.8508854710821876,0.004597250440137243,0.7650776936541558,0.3842618328812465,-0.31216791593477616,0.9242853515119904,-0.3132944800866788,-0.6319023341860454,0.4804650074624224,-0.36452426228616175,-0.4315290549582624,-0.3025273653591449,0.15591352943030226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Met Standard
7,-1.7077841281237218,-0.07981241185112171,-0.040957650669003434,0.4550016268296042,-0.05995361328007899,0.2063878101844953,0.30418534033264866,-0.07222208013250307,-1.153741859283262,0.3733955691362167,0.6047175412850891,0.42281993538615215,1.7590331656634877,0.6387185489582651,-0.038360977132452144,-0.37445147367372,-0.75090491071834,0.8499428999653391,-0.6419861783595894,-0.010499004557967718,0.06757179597318437,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Met Standard
8,-1.7049060006011298,-0.2595791691435536,-0.2646375834136613,0.20859435312188265,-0.4094254214906891,0.6137042242355237,0.5140100759869268,-0.3504606488094754,-0.4197001048298105,0.3577020236597878,0.5686365070020492,-3.760734186396127,-0.13344889284034406,-0.8462288243211071,-0.2798194757367073,-0.8460795394207672,1.6989184579699599,-1.49312000902493,-0.5845887810683185,-0.2680701409670964,-0.5247910774758827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,Met Standard
9,-1.702027873078538,-0.13973466428193235,-0.1262274776186296,0.2578758078634312,-0.05995361328007899,0.0027296031589818404,0.2412379196363658,-0.16231837856123701,0.042284216154879324,0.7265003423558672,0.6608435946142625,0.7505638066778513,0.33046848272261153,0.6387185489582651,-0.14600803570052628,-0.6097177387589194,0.6785175117852028,-0.6262276238487746,-0.10627713697439377,-0.14062093426025446,-0.5721170061136245,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Met Standard
